# MJD mag magerr filter distance ra dec
55264.38644 12.425  0.093 W2  0.9388  83.892288  -4.997983
57282.21727 13.123  0.274 W2  0.7926  83.892330  -4.997942
57446.32351 12.914  0.085 W2  0.7751  83.892374  -4.998005
57646.60079 13.035  0.104 W2  0.7972  83.892303  -4.997932
58012.99231 12.950  0.116 W2  0.2462  83.892432  -4.997818
58173.98076 12.861  0.122 W2  0.5592  83.892447  -4.997976
58376.88735 12.326  0.064 W2  0.6038  83.892345  -4.997764
58741.69154 11.604  0.069 W2  0.3354  83.892418  -4.997793
58899.39048 11.920  0.071 W2  0.7081  83.892326  -4.997853
59109.18885 12.048  0.054 W2  0.1075  83.892470  -4.997826
